Date,City,Temperature (°C),Humidity (%),Rainfall (mm),Wind Speed (km/h)
2020-03-01,Kolhapur,28.94,55.31,2.18,24.44
2020-03-01,Amravati,41.92,59.43,2.42,24.59
2020-03-02,Mumbai,39.89,52.83,0.52,9.8
2020-03-02,Pune,33.81,58.8,3.31,22.17
2020-03-02,Nagpur,35.49,47.43,0.48,18.14
2020-03-02,Nashik,36.36,42.97,2.52,8.54
2020-03-02,Aurangabad,35.58,52.42,1.22,9.18
2020-03-02,Solapur,37.95,42.29,0.46,8.67
2020-03-02,Kolhapur,36.2,57.5,0.72,23.4
2020-03-02,Amravati,37.28,43.17,2.94,18.48
2020-03-03,Mumbai,34.53,57.9,1.42,8.17
2020-03-03,Pune,35.5,59.06,4.53,22.78
2020-03-03,Nagpur,38.83,42.58,2.68,23.95
2020-03-03,Nashik,36.79,42.09,0.85,20.64
2020-03-03,Aurangabad,36.15,52.2,2.07,11.22
2020-03-03,Solapur,41.79,45.73,2.64,17.71
2020-03-03,Kolhapur,35.59,42.1,0.32,17.29
2020-03-03,Amravati,39.05,44.37,2.19,19.62
2020-03-04,Mumbai,33.86,59.69,2.27,22.8
2020-03-04,Pune,39.01,40.51,3.15,23.17
2020-03-04,Nagpur,30.51,42.58,3.29,23.19
2020-03-04,Nashik,34.44,47.76,4.86,7.75
2020-03-04,Aurangabad,33.78,47.31,0.98,18.06
2020-03-04,Solapur,36.29,58.44,3.22,20.2
2020-03-04,Kolhapur,28.64,40.66,3.47,5.06
2020-03-04,Amravati,29.13,49.84,0.96,21.93
2020-03-05,Mumbai,32.82,50.17,4.12,15.82
2020-03-05,Pune,29.22,51.4,3.03,7.28
2020-03-05,Nagpur,39.25,42.39,1.46,24.26
2020-03-05,Nashik,35.15,44.79,4.03,8.53
2020-03-05,Aurangabad,36.12,57.29,1.54,23.05
2020-03-05,Solapur,39.34,57.94,4.89,20.98
2020-03-05,Kolhapur,39.74,42.83,0.05,21.57
2020-03-05,Amravati,37.93,55.46,3.76,14.51
2020-03-06,Mumbai,41.81,42.15,4.73,10.85
2020-03-06,Pune,33.19,46.35,3.99,9.76
2020-03-06,Nagpur,38.92,44.03,1.1,23.54
2020-03-06,Nashik,35.53,40.98,4.98,7.45
2020-03-06,Aurangabad,31.86,53.84,4.16,8.17
2020-03-06,Solapur,34.3,41.01,3.21,20.88
2020-03-06,Kolhapur,35.59,50.72,4.78,16.66
2020-03-06,Amravati,37.54,59.91,4.39,22.13
2020-03-07,Mumbai,35.69,42.67,3.81,17.62
2020-03-07,Pune,33.82,40.02,2.98,23.85
2020-03-07,Nagpur,37.16,50.75,4.94,19.19
2020-03-07,Nashik,33.66,58.36,1.92,20.47
2020-03-07,Aurangabad,32.0,42.38,4.55,5.69
2020-03-07,Solapur,35.72,48.65,2.66,24.64
2020-03-07,Kolhapur,27.96,45.61,3.95,17.42
2020-03-07,Amravati,37.06,44.82,1.8,17.67
2020-03-08,Mumbai,34.09,48.88,1.44,22.31
2020-03-08,Pune,32.15,59.75,4.54,21.74
2020-03-08,Nagpur,36.86,51.49,4.3,14.98
2020-03-08,Nashik,32.04,54.3,1.38,15.32
2020-03-08,Aurangabad,42.8,45.44,0.81,12.84
2020-03-08,Solapur,35.72,54.45,0.81,14.86
2020-03-08,Kolhapur,32.32,57.11,0.47,11.4
2020-03-08,Amravati,36.67,49.39,4.98,5.85
2020-03-09,Mumbai,31.54,46.5,1.03,17.24
2020-03-09,Pune,31.17,49.47,0.27,9.37
2020-03-09,Nagpur,35.76,41.61,4.18,10.71
2020-03-09,Nashik,32.32,47.59,4.55,10.41
2020-03-09,Aurangabad,35.31,49.79,4.63,17.57
2020-03-09,Solapur,37.59,58.05,2.23,15.74
2020-03-09,Kolhapur,34.09,52.8,2.61,23.79
2020-03-09,Amravati,37.52,48.86,4.01,11.9
2020-03-10,Mumbai,26.84,50.13,2.91,19.75
2020-03-10,Pune,29.32,48.67,2.22,8.32
2020-03-10,Nagpur,38.53,53.77,1.51,19.21
2020-03-10,Nashik,31.76,46.78,2.38,24.68
2020-03-10,Aurangabad,38.84,58.62,0.1,17.27
2020-03-10,Solapur,35.83,46.34,0.5,16.29
2020-03-10,Kolhapur,35.41,44.95,0.15,16.81
2020-03-10,Amravati,36.45,45.38,2.19,23.39
2020-03-11,Mumbai,34.37,53.07,0.71,10.9
2020-03-11,Pune,31.04,45.69,1.05,15.64
2020-03-11,Nagpur,33.8,40.9,2.55,22.08
2020-03-11,Nashik,38.13,52.51,1.88,8.05
2020-03-11,Aurangabad,36.46,56.95,1.02,17.05
2020-03-11,Solapur,43.22,56.9,2.84,22.64
2020-03-11,Kolhapur,32.19,44.17,2.7,5.33
2020-03-11,Amravati,39.38,50.26,3.73,10.78
2020-03-12,Mumbai,36.21,55.49,0.32,24.75
2020-03-12,Pune,34.23,55.44,3.51,9.86
2020-03-12,Nagpur,35.81,41.92,4.45,21.16
2020-03-12,Nashik,37.59,45.46,4.0,19.98
2020-03-12,Aurangabad,39.91,49.21,2.88,19.41
2020-03-12,Solapur,40.38,41.35,4.5,6.9
2020-03-12,Kolhapur,32.92,48.94,1.35,19.33
2020-03-12,Amravati,37.7,47.77,2.71,17.6
2020-03-13,Mumbai,28.59,57.39,2.59,6.37
2020-03-13,Pune,33.28,50.2,4.82,15.59
2020-03-13,Nagpur,39.98,53.06,2.13,15.02
2020-03-13,Nashik,34.85,40.56,0.2,16.18
2020-03-13,Aurangabad,34.22,50.97,0.98,16.39
2020-03-13,Solapur,33.89,58.06,2.37,11.99
2020-03-13,Kolhapur,37.16,42.01,0.29,18.46
2020-03-13,Amravati,40.65,44.8,0.3,5.12
2020-03-14,Mumbai,32.8,49.49,3.98,9.65
2020-03-14,Pune,32.31,40.47,2.03,14.19
2020-03-14,Nagpur,38.42,48.47,3.15,9.29
2020-03-14,Nashik,32.05,50.69,3.39,18.44
2020-03-14,Aurangabad,36.19,44.67,1.85,20.37
2020-03-14,Solapur,37.9,53.92,3.13,9.29
2020-03-14,Kolhapur,32.46,59.64,1.97,23.96
2020-03-14,Amravati,34.05,41.19,2.55,7.04
2020-03-15,Mumbai,29.91,42.28,3.33,10.29
2020-03-15,Pune,29.99,46.41,0.67,19.57
2020-03-15,Nagpur,40.87,47.48,4.74,6.89
2020-03-15,Nashik,32.63,54.68,0.02,18.9
2020-03-15,Aurangabad,35.99,43.94,1.52,10.08
2020-03-15,Solapur,36.99,50.63,4.58,16.41
2020-03-15,Kolhapur,35.0,45.36,4.86,10.25
2020-03-15,Amravati,36.22,57.93,0.75,13.29
2020-03-16,Mumbai,36.25,51.22,0.91,5.16
2020-03-16,Pune,35.19,57.86,4.63,10.79
2020-03-16,Nagpur,35.94,51.5,3.96,13.64
2020-03-16,Nashik,34.91,47.75,4.01,7.86
2020-03-16,Aurangabad,35.95,48.03,1.77,12.52
2020-03-16,Solapur,38.82,58.94,0.28,7.63
2020-03-16,Kolhapur,35.85,43.98,3.52,23.0
2020-03-16,Amravati,38.75,53.97,2.3,15.78
2020-03-17,Mumbai,32.48,44.4,4.58,24.32
2020-03-17,Pune,33.72,57.75,2.99,8.76
2020-03-17,Nagpur,32.08,58.97,0.01,10.74
2020-03-17,Nashik,33.66,40.67,0.94,14.0
2020-03-17,Aurangabad,36.9,57.4,0.95,24.58
2020-03-17,Solapur,42.19,53.97,3.53,14.12
2020-03-17,Kolhapur,32.36,50.36,1.94,19.87
2020-03-17,Amravati,37.75,52.68,0.43,10.57
2020-03-18,Mumbai,37.65,56.23,0.7,15.97
2020-03-18,Pune,32.65,55.06,2.85,8.4
2020-03-18,Nagpur,39.07,55.73,4.15,16.5
2020-03-18,Nashik,29.98,51.69,1.4,23.04
2020-03-18,Aurangabad,41.21,46.61,3.38,9.09
2020-03-18,Solapur,36.37,49.93,0.73,12.69
2020-03-18,Kolhapur,31.67,41.72,3.65,6.36
2020-03-18,Amravati,36.67,55.63,0.35,23.4
2020-03-19,Mumbai,33.35,57.11,4.04,18.57
2020-03-19,Pune,30.21,53.11,3.41,19.18
2020-03-19,Nagpur,33.93,53.86,2.94,24.63
2020-03-19,Nashik,33.35,45.85,4.93,13.0
2020-03-19,Aurangabad,35.06,53.78,2.8,18.71
2020-03-19,Solapur,38.42,40.79,1.02,5.09
2020-03-19,Kolhapur,37.0,55.73,4.01,18.77
2020-03-19,Amravati,33.19,41.7,3.87,13.35
2020-03-20,Mumbai,40.98,57.13,2.48,12.03
2020-03-20,Pune,29.6,45.29,4.99,5.83
2020-03-20,Nagpur,33.2,44.53,1.77,6.76
2020-03-20,Nashik,33.32,56.46,1.7,23.25
2020-03-20,Aurangabad,33.34,58.4,2.54,6.36
2020-03-20,Solapur,38.32,59.89,0.53,18.43
2020-03-20,Kolhapur,29.85,45.56,2.04,7.97
2020-03-20,Amravati,46.7,52.21,4.97,12.0
2020-03-21,Mumbai,32.95,53.23,3.29,8.64
2020-03-21,Pune,33.93,49.76,4.77,22.58
2020-03-21,Nagpur,34.94,55.48,1.53,15.27
2020-03-21,Nashik,33.6,45.19,3.78,10.73
2020-03-21,Aurangabad,38.57,40.98,1.17,24.24
2020-03-21,Solapur,40.34,50.78,4.84,15.48
2020-03-21,Kolhapur,29.03,43.12,2.63,10.38
2020-03-21,Amravati,32.81,47.04,4.97,12.09
2020-03-22,Mumbai,30.66,42.31,4.42,23.38
2020-03-22,Pune,29.88,52.33,0.88,20.81
2020-03-22,Nagpur,34.32,41.97,4.32,20.69
2020-03-22,Nashik,38.82,43.77,0.15,21.82
2020-03-22,Aurangabad,39.02,51.3,1.11,12.06
2020-03-22,Solapur,38.49,51.54,1.18,10.37
2020-03-22,Kolhapur,38.57,52.74,3.54,7.42
2020-03-22,Amravati,35.08,45.32,1.52,20.8
2020-03-23,Mumbai,29.77,59.1,1.91,12.99
2020-03-23,Pune,32.5,51.56,4.66,17.53
2020-03-23,Nagpur,38.73,46.4,4.75,11.94
2020-03-23,Nashik,37.2,56.91,1.04,20.8
2020-03-23,Aurangabad,35.56,59.96,1.07,12.18
2020-03-23,Solapur,34.7,47.83,0.74,16.25
2020-03-23,Kolhapur,25.25,57.55,1.6,11.23
2020-03-23,Amravati,38.38,50.52,4.95,18.57
2020-03-24,Mumbai,31.76,54.96,3.48,11.47
2020-03-24,Pune,30.9,52.78,3.37,19.16
2020-03-24,Nagpur,39.7,50.02,3.84,14.18
2020-03-24,Nashik,32.07,48.23,2.68,14.45
2020-03-24,Aurangabad,31.76,50.0,2.49,19.9
2020-03-24,Solapur,39.53,56.49,4.79,14.59
2020-03-24,Kolhapur,35.88,54.13,3.2,8.39
2020-03-24,Amravati,38.0,44.81,4.62,5.43
2020-03-25,Mumbai,30.27,51.82,2.43,13.42
2020-03-25,Pune,31.3,43.49,3.77,8.55
2020-03-25,Nagpur,37.86,59.58,0.94,21.6
2020-03-25,Nashik,35.74,45.17,1.51,6.62
2020-03-25,Aurangabad,37.72,53.73,2.44,18.4
2020-03-25,Solapur,32.55,59.33,4.26,18.11
2020-03-25,Kolhapur,30.31,49.7,3.3,13.98
2020-03-25,Amravati,35.59,55.2,2.7,10.42
2020-03-26,Mumbai,38.22,58.35,1.35,5.91
2020-03-26,Pune,30.46,56.53,2.82,8.31
2020-03-26,Nagpur,35.69,57.96,2.04,13.14
2020-03-26,Nashik,36.38,46.48,3.24,19.52
2020-03-26,Aurangabad,32.28,59.16,4.0,13.74
2020-03-26,Solapur,35.21,56.59,2.6,11.42
2020-03-26,Kolhapur,32.5,57.96,2.7,11.97
2020-03-26,Amravati,38.49,59.24,0.4,20.33
2020-03-27,Mumbai,35.55,49.74,4.34,14.36
2020-03-27,Pune,31.48,47.97,0.16,11.87
2020-03-27,Nagpur,36.29,54.05,0.59,8.33
2020-03-27,Nashik,29.11,42.85,2.98,9.64
2020-03-27,Aurangabad,40.44,47.24,3.2,19.49
2020-03-27,Solapur,37.43,54.51,0.98,9.2
2020-03-27,Kolhapur,34.65,42.86,4.61,13.7
2020-03-27,Amravati,32.37,51.8,0.65,15.02
2020-03-28,Mumbai,36.02,54.47,1.29,6.35
2020-03-28,Pune,31.66,42.15,0.87,9.72
2020-03-28,Nagpur,37.15,45.61,2.27,16.64
2020-03-28,Nashik,40.15,58.88,2.56,10.52
2020-03-28,Aurangabad,29.93,42.92,4.6,13.13
2020-03-28,Solapur,33.84,47.34,3.5,13.74
2020-03-28,Kolhapur,26.98,47.13,3.14,22.26
2020-03-28,Amravati,36.6,59.8,1.51,19.77
2020-03-29,Mumbai,33.99,49.49,1.3,14.66
2020-03-29,Pune,31.6,44.56,1.51,9.59
2020-03-29,Nagpur,39.1,45.59,2.22,19.56
2020-03-29,Nashik,31.79,44.96,2.72,15.06
2020-03-29,Aurangabad,35.27,55.12,3.69,15.24
2020-03-29,Solapur,37.79,54.67,0.78,9.93
2020-03-29,Kolhapur,36.02,55.18,1.24,21.02
2020-03-29,Amravati,38.03,52.42,4.83,17.67
2020-03-30,Mumbai,36.52,54.45,3.78,22.42
2020-03-30,Pune,30.71,47.88,2.07,23.2
2020-03-30,Nagpur,36.3,46.6,1.59,14.62
2020-03-30,Nashik,33.53,54.26,4.74,6.82
2020-03-30,Aurangabad,39.66,53.58,0.99,15.64
2020-03-30,Solapur,39.23,55.96,2.51,15.4
2020-03-30,Kolhapur,36.24,42.34,3.85,11.36
2020-03-30,Amravati,37.77,46.24,0.41,16.17
2020-03-31,Mumbai,36.61,54.21,4.29,18.85
2020-03-31,Pune,30.45,42.99,1.37,12.06
2020-03-31,Nagpur,36.9,43.73,1.14,24.03
2020-03-31,Nashik,29.55,41.51,4.66,24.85
2020-03-31,Aurangabad,34.45,55.02,1.15,21.6
2020-03-31,Solapur,40.1,51.51,1.09,24.61
2020-03-31,Kolhapur,28.62,48.06,0.79,16.77
2020-03-31,Amravati,32.21,40.51,2.19,6.07
2020-04-01,Mumbai,35.8,58.96,0.61,6.23
2020-04-01,Pune,35.13,58.93,4.23,16.81
2020-04-01,Nagpur,36.11,53.49,3.18,7.73
2020-04-01,Nashik,35.35,59.43,2.37,18.84
2020-04-01,Aurangabad,31.01,54.03,1.13,5.11
2020-04-01,Solapur,34.72,49.11,0.45,11.38
2020-04-01,Kolhapur,33.83,42.07,2.26,15.96
2020-04-01,Amravati,36.57,51.47,2.64,9.21
2020-04-02,Mumbai,32.35,57.94,4.14,14.09
2020-04-02,Pune,34.28,54.95,4.98,12.96
2020-04-02,Nagpur,34.92,46.3,4.81,20.25
2020-04-02,Nashik,39.56,42.9,1.48,22.75
2020-04-02,Aurangabad,37.89,51.92,4.83,13.61
2020-04-02,Solapur,41.24,42.97,2.87,13.31
2020-04-02,Kolhapur,32.5,55.89,2.57,23.9
2020-04-02,Amravati,36.86,45.82,4.34,14.59
2020-04-03,Mumbai,37.69,57.23,2.91,23.45
2020-04-03,Pune,33.72,52.44,2.21,10.52
2020-04-03,Nagpur,37.1,56.12,4.25,8.97
2020-04-03,Nashik,36.05,47.46,2.45,21.35
2020-04-03,Aurangabad,29.66,51.78,2.74,20.95
2020-04-03,Solapur,36.55,50.86,1.73,15.72
2020-04-03,Kolhapur,33.1,44.74,3.68,12.42
2020-04-03,Amravati,39.04,46.41,3.06,16.93
2020-04-04,Mumbai,33.02,52.83,3.72,10.3
2020-04-04,Pune,31.6,40.74,0.13,24.85
2020-04-04,Nagpur,35.27,53.5,2.0,16.49
2020-04-04,Nashik,34.17,49.42,1.77,24.14
2020-04-04,Aurangabad,30.61,43.38,0.25,23.04
2020-04-04,Solapur,38.41,54.64,1.34,19.99
2020-04-04,Kolhapur,30.35,44.4,4.51,21.99
2020-04-04,Amravati,35.04,46.21,4.33,9.81
2020-04-05,Mumbai,34.23,47.66,2.75,21.27
2020-04-05,Pune,35.76,54.03,1.07,8.77
2020-04-05,Nagpur,31.99,57.32,1.94,13.0
2020-04-05,Nashik,30.18,59.19,0.92,20.16
2020-04-05,Aurangabad,33.24,53.68,0.02,19.75
2020-04-05,Solapur,35.43,41.77,1.77,22.11
2020-04-05,Kolhapur,27.61,58.27,3.67,7.2
2020-04-05,Amravati,34.2,48.9,2.69,11.81
2020-04-06,Mumbai,32.75,55.38,3.27,12.61
2020-04-06,Pune,31.74,54.11,4.52,23.07
2020-04-06,Nagpur,33.64,58.44,0.08,17.12
2020-04-06,Nashik,29.8,46.67,0.34,18.94
2020-04-06,Aurangabad,36.12,49.65,1.08,23.69
2020-04-06,Solapur,41.14,43.15,1.41,7.93
2020-04-06,Kolhapur,33.82,55.7,0.63,21.77
2020-04-06,Amravati,38.83,51.59,0.62,9.56
2020-04-07,Mumbai,31.92,57.6,4.29,9.36
2020-04-07,Pune,30.9,49.55,2.59,17.46
2020-04-07,Nagpur,35.08,57.1,2.52,10.01
2020-04-07,Nashik,33.3,44.32,3.64,24.07
2020-04-07,Aurangabad,35.43,58.91,3.34,21.31
2020-04-07,Solapur,38.34,44.36,4.22,22.24
2020-04-07,Kolhapur,29.32,41.32,4.35,22.01
2020-04-07,Amravati,38.0,59.66,2.79,11.62
2020-04-08,Mumbai,36.91,43.15,0.13,11.56
2020-04-08,Pune,29.94,43.67,4.42,22.17
2020-04-08,Nagpur,37.06,57.16,1.78,9.72
2020-04-08,Nashik,34.22,51.71,4.27,20.44
2020-04-08,Aurangabad,36.39,57.83,3.96,11.77
2020-04-08,Solapur,38.57,55.77,3.48,10.0
2020-04-08,Kolhapur,36.95,45.2,1.0,17.78
2020-04-08,Amravati,38.84,47.9,3.08,11.41
2020-04-09,Mumbai,36.22,51.16,0.07,20.73
2020-04-09,Pune,30.55,51.64,1.2,14.95
2020-04-09,Nagpur,33.85,59.25,1.09,7.88
2020-04-09,Nashik,30.81,47.44,3.84,22.79
2020-04-09,Aurangabad,37.55,43.39,2.36,7.58
2020-04-09,Solapur,31.73,40.63,2.3,7.23
2020-04-09,Kolhapur,30.15,47.34,2.61,5.52
2020-04-09,Amravati,38.25,52.23,1.32,5.83
2020-04-10,Mumbai,33.56,42.82,1.95,13.06
2020-04-10,Pune,29.96,56.17,0.79,6.89
2020-04-10,Nagpur,38.7,40.35,1.71,9.37
2020-04-10,Nashik,28.03,50.91,3.78,13.87
2020-04-10,Aurangabad,39.45,53.64,2.75,24.53
2020-04-10,Solapur,37.3,59.37,0.59,18.9
2020-04-10,Kolhapur,29.83,49.33,0.44,13.65
2020-04-10,Amravati,38.83,41.9,0.42,22.02
2020-04-11,Mumbai,34.5,49.68,0.95,18.79
2020-04-11,Pune,35.65,58.01,1.31,18.91
2020-04-11,Nagpur,36.29,57.86,4.79,15.23
2020-04-11,Nashik,36.4,54.64,1.33,15.19
2020-04-11,Aurangabad,38.37,50.28,1.77,19.45
2020-04-11,Solapur,38.93,40.14,2.18,22.06
2020-04-11,Kolhapur,39.38,58.04,2.31,24.89
2020-04-11,Amravati,33.47,58.51,3.44,13.01
2020-04-12,Mumbai,33.96,40.11,3.29,16.22
2020-04-12,Pune,36.28,55.84,4.63,14.21
2020-04-12,Nagpur,38.89,56.46,0.59,10.66
2020-04-12,Nashik,30.94,54.97,3.15,12.74
2020-04-12,Aurangabad,35.88,53.56,3.35,6.68
2020-04-12,Solapur,45.56,59.76,1.48,19.16
2020-04-12,Kolhapur,37.83,54.21,3.66,6.26
2020-04-12,Amravati,35.07,53.48,3.82,15.25
2020-04-13,Mumbai,30.78,41.17,3.31,12.32
2020-04-13,Pune,27.08,44.18,2.08,17.93
2020-04-13,Nagpur,36.01,51.21,3.56,17.5
2020-04-13,Nashik,39.31,44.24,4.79,5.05
2020-04-13,Aurangabad,37.72,53.11,1.2,8.43
2020-04-13,Solapur,38.36,45.6,2.63,22.09
2020-04-13,Kolhapur,33.1,58.84,1.77,19.27
2020-04-13,Amravati,39.55,58.7,4.08,13.95
2020-04-14,Mumbai,36.89,53.29,3.28,16.52
2020-04-14,Pune,35.62,44.8,2.78,14.28
2020-04-14,Nagpur,33.84,59.36,4.03,24.54
2020-04-14,Nashik,31.3,45.39,0.33,20.04
2020-04-14,Aurangabad,38.97,40.85,3.44,14.43
2020-04-14,Solapur,33.54,54.06,3.9,19.23
2020-04-14,Kolhapur,28.15,41.75,3.36,10.65
2020-04-14,Amravati,33.94,49.8,3.21,10.68
2020-04-15,Mumbai,39.83,49.55,1.84,20.11
2020-04-15,Pune,32.44,53.45,1.15,16.04
2020-04-15,Nagpur,33.4,53.9,2.91,12.22
2020-04-15,Nashik,34.1,41.52,2.22,7.46
2020-04-15,Aurangabad,44.17,48.88,4.87,16.5
2020-04-15,Solapur,37.84,51.95,0.59,7.84
2020-04-15,Kolhapur,35.05,40.74,3.65,16.27
2020-04-15,Amravati,37.3,59.76,3.38,18.24
2020-04-16,Mumbai,35.36,41.29,4.87,19.41
2020-04-16,Pune,32.76,55.1,0.03,23.09
2020-04-16,Nagpur,39.78,49.41,4.98,6.05
2020-04-16,Nashik,33.34,51.31,3.07,16.86
2020-04-16,Aurangabad,39.14,57.32,0.42,23.95
2020-04-16,Solapur,43.04,49.24,2.05,15.73
2020-04-16,Kolhapur,30.24,54.77,3.11,21.53
2020-04-16,Amravati,34.58,48.92,0.46,7.04
2020-04-17,Mumbai,35.36,53.95,2.72,14.2
2020-04-17,Pune,35.5,54.62,4.48,10.23
2020-04-17,Nagpur,38.92,51.41,2.37,13.96
2020-04-17,Nashik,31.09,54.23,1.62,13.16
2020-04-17,Aurangabad,37.51,45.31,2.74,21.27
2020-04-17,Solapur,39.21,47.77,2.45,10.93
2020-04-17,Kolhapur,36.93,41.79,3.07,6.59
2020-04-17,Amravati,35.96,51.16,3.05,8.39
2020-04-18,Mumbai,37.47,59.64,4.41,11.78
2020-04-18,Pune,32.6,42.25,2.94,14.08
2020-04-18,Nagpur,36.42,41.14,2.55,21.11
2020-04-18,Nashik,38.2,48.07,4.26,14.03
2020-04-18,Aurangabad,38.99,59.72,2.08,18.5
2020-04-18,Solapur,39.9,45.64,0.11,13.78
2020-04-18,Kolhapur,34.01,47.61,4.72,13.38
2020-04-18,Amravati,38.63,42.46,1.64,22.87
2020-04-19,Mumbai,36.43,48.3,3.81,17.17
2020-04-19,Pune,31.87,47.79,0.34,21.55
2020-04-19,Nagpur,36.73,50.0,4.97,22.32
2020-04-19,Nashik,32.62,49.64,4.8,15.77
2020-04-19,Aurangabad,39.06,43.07,0.77,9.11
2020-04-19,Solapur,36.14,51.48,3.28,20.15
2020-04-19,Kolhapur,28.57,50.55,2.3,24.51
2020-04-19,Amravati,34.69,47.11,3.09,12.05
2020-04-20,Mumbai,35.87,48.94,3.82,6.44
2020-04-20,Pune,31.95,48.26,4.68,12.09
2020-04-20,Nagpur,37.39,44.89,4.87,15.97
2020-04-20,Nashik,35.5,45.0,1.33,22.9
2020-04-20,Aurangabad,35.23,58.62,0.63,23.54
2020-04-20,Solapur,35.94,46.8,2.95,17.47
2020-04-20,Kolhapur,33.69,45.19,1.5,19.94
2020-04-20,Amravati,38.42,44.4,4.75,13.18
2020-04-21,Mumbai,39.64,51.19,2.57,17.81
2020-04-21,Pune,33.97,50.19,2.47,8.39
2020-04-21,Nagpur,37.43,44.83,4.81,11.85
2020-04-21,Nashik,37.22,50.1,1.22,13.26
2020-04-21,Aurangabad,36.9,44.53,2.43,7.43
2020-04-21,Solapur,32.23,47.11,3.45,7.26
2020-04-21,Kolhapur,31.86,50.01,0.95,24.4
2020-04-21,Amravati,38.52,53.84,2.66,23.55
2020-04-22,Mumbai,30.39,58.47,2.76,8.71
2020-04-22,Pune,30.29,50.62,0.05,18.29
2020-04-22,Nagpur,31.95,46.95,2.06,13.98
2020-04-22,Nashik,29.73,56.44,4.37,18.4
2020-04-22,Aurangabad,34.81,46.48,1.3,18.78
2020-04-22,Solapur,34.7,47.11,1.96,10.72
2020-04-22,Kolhapur,27.36,50.26,2.71,21.86
2020-04-22,Amravati,35.17,54.38,1.67,12.05
2020-04-23,Mumbai,37.92,56.71,1.09,13.6
2020-04-23,Pune,32.74,52.06,2.0,9.01
2020-04-23,Nagpur,29.44,49.11,4.28,22.54
2020-04-23,Nashik,33.09,50.54,2.64,20.78
2020-04-23,Aurangabad,35.33,56.27,3.0,16.33
2020-04-23,Solapur,43.92,49.32,3.65,15.96
2020-04-23,Kolhapur,34.39,41.22,2.04,22.32
2020-04-23,Amravati,33.02,54.23,0.63,17.04
2020-04-24,Mumbai,33.27,42.87,1.77,12.62
2020-04-24,Pune,28.93,43.74,3.32,20.98
2020-04-24,Nagpur,37.08,49.06,1.32,8.56
2020-04-24,Nashik,27.49,46.88,3.25,13.83
2020-04-24,Aurangabad,33.56,44.9,2.06,15.48
2020-04-24,Solapur,37.53,51.2,1.19,6.03
2020-04-24,Kolhapur,35.38,57.82,0.57,10.04
2020-04-24,Amravati,39.15,45.9,0.65,5.61
2020-04-25,Mumbai,34.47,57.48,4.14,20.99
2020-04-25,Pune,32.46,45.45,4.26,22.52
2020-04-25,Nagpur,40.05,55.36,2.76,13.37
2020-04-25,Nashik,37.14,52.73,2.24,22.12
2020-04-25,Aurangabad,36.75,50.92,1.98,9.45
2020-04-25,Solapur,39.32,40.69,1.94,16.36
2020-04-25,Kolhapur,31.77,42.71,1.36,20.53
2020-04-25,Amravati,40.41,50.78,3.58,24.54
2020-04-26,Mumbai,29.06,59.48,2.31,16.55
2020-04-26,Pune,37.28,56.23,0.65,16.55
2020-04-26,Nagpur,38.36,55.98,0.67,23.47
2020-04-26,Nashik,31.37,41.18,2.86,18.69
2020-04-26,Aurangabad,36.73,59.67,3.27,10.94
2020-04-26,Solapur,33.71,41.52,2.91,14.1
2020-04-26,Kolhapur,37.05,41.4,4.27,5.19
2020-04-26,Amravati,34.85,58.9,4.02,14.91
2020-04-27,Mumbai,39.99,54.08,2.7,10.1
2020-04-27,Pune,31.31,43.4,3.43,5.72
2020-04-27,Nagpur,38.67,47.22,1.41,21.48
2020-04-27,Nashik,36.63,41.58,3.07,6.46
2020-04-27,Aurangabad,33.02,52.32,1.4,16.05
2020-04-27,Solapur,38.09,42.54,4.89,14.08
2020-04-27,Kolhapur,35.18,43.5,2.6,18.42
2020-04-27,Amravati,38.99,46.89,2.24,18.2
2020-04-28,Mumbai,33.02,57.01,4.69,23.36
2020-04-28,Pune,30.7,49.32,2.87,16.69
2020-04-28,Nagpur,35.36,57.08,2.97,14.11
2020-04-28,Nashik,34.49,46.03,1.54,20.84
2020-04-28,Aurangabad,36.01,48.65,2.26,23.38
2020-04-28,Solapur,35.5,50.92,2.24,11.69
2020-04-28,Kolhapur,32.96,47.69,2.01,16.53
2020-04-28,Amravati,38.3,58.07,0.64,5.71
2020-04-29,Mumbai,30.91,53.79,1.66,23.38
2020-04-29,Pune,29.38,54.67,0.18,22.79
2020-04-29,Nagpur,38.92,49.78,3.54,24.82
2020-04-29,Nashik,31.09,52.26,4.64,19.39
2020-04-29,Aurangabad,41.58,53.9,4.01,7.89
2020-04-29,Solapur,34.49,57.73,4.27,9.25
2020-04-29,Kolhapur,30.17,59.79,2.62,6.84
2020-04-29,Amravati,40.74,47.24,4.21,10.71
2020-04-30,Mumbai,33.12,40.42,2.88,18.51
2020-04-30,Pune,34.76,56.5,2.33,13.21
2020-04-30,Nagpur,42.83,45.47,2.65,10.71
2020-04-30,Nashik,37.18,54.35,3.01,22.44
2020-04-30,Aurangabad,41.51,48.09,0.97,6.8
2020-04-30,Solapur,36.65,53.58,3.3,22.38
2020-04-30,Kolhapur,35.66,53.38,3.78,8.96
2020-04-30,Amravati,33.8,49.78,3.47,15.16
2020-05-01,Mumbai,37.72,58.81,3.14,5.7
2020-05-01,Pune,34.7,45.38,0.05,17.83
2020-05-01,Nagpur,37.05,45.43,0.9,24.94
2020-05-01,Nashik,31.52,48.08,0.97,8.13
2020-05-01,Aurangabad,35.01,50.24,0.63,16.17
